country,country_code,year,total_pop,gdp,urban_pop_perc
Heavily indebted poor countries (HIPC),HPC,1979,270569759.0,115826678277.79,20.4325797178612
Croatia,HRV,1979,4594778.0, 0, 46.597
Haiti,HTI,1979,5507590.0,1080600000.0,20.513
Hungary,HUN,1979,10704152.0,19894622393.194,63.893
IBRD only,IBD,1979,2816995104.0,2034883800779.47,32.6870608085033
IDA & IBRD total,IBT,1979,3466649271.0,2291347712377.61,30.4546176889832
IDA total,IDA,1979,649654167.0,251191541190.415,20.7511215135549
IDA blend,IDB,1979,203985591.0,96947388865.5746,25.5209589451149
Indonesia,IDN,1979,145434834.0,51400186342.8889,21.524
IDA only,IDX,1979,445668576.0,154936245865.792,18.560266183622
Isle of Man,IMN,1979,63239.0, 0, 51.788
India,IND,1979,671155747.0,152995442497.709,22.736
Ireland,IRL,1979,3373750.0,18319334300.4513,54.994
Iran_Islamic Rep.,IRN,1979,38424952.0,90391877325.9312,48.951
Iraq,IRQ,1979,13170365.0,37816457839.4853,64.852
Iceland,ISL,1979,225735.0,2853435053.88542,87.955
Israel,ISR,1979,3786000.0,22569139913.244,88.215
Italy,ITA,1979,56317749.0,394584507107.9,66.442
Jamaica,JAM,1979,2119486.0,2425064229.04184,46.191
Jordan,JOR,1979,2153882.0,3271368780.65347,58.98
Japan,JPN,1979,115890000.0,1077910077676.37,76.118
Kazakhstan,KAZ,1979,14978696.0, 0, 53.7
Kenya,KEN,1979,15460666.0,6234391113.46434,15.401
Kyrgyz Republic,KGZ,1979,3552000.0, 0, 38.677
Cambodia,KHM,1979,5088808.0,723738502.67823,5.999
Kiribati,KIR,1979,60172.0,34466197.0333233,32.036
St. Kitts and Nevis,KNA,1979,43033.0,58840740.7407407,35.744
Korea_Rep.,KOR,1979,37534236.0,66946900826.4463,54.981
Kuwait,KWT,1979,1423514.0,24749063922.4796,93.928
Latin America & Caribbean (excluding high income),LAC,1979,314804069.0,540525556893.925,62.5305835023848
Lao PDR,LAO,1979,3228202.0, 0, 12.107
Lebanon,LBN,1979,2882635.0, 0, 72.403
Liberia,LBR,1979,1872713.0,814067900.0,34.181
Libya,LBY,1979,3233846.0,30536429496.9448,68.696
St. Lucia,LCA,1979,117528.0, 0, 26.268
Latin America & Caribbean,LCN,1979,351820083.0,644575844029.026,63.8330510374234
Least developed countries: UN classification,LDC,1979,393811593.0,122673109934.473,16.5562226478995
Low income,LIC,1979,221894970.0,79744980212.0079,20.4368004128665
Liechtenstein,LIE,1979,25575.0,503173104.391887,18.284
Sri Lanka,LKA,1979,14579614.0,3364611432.24149,18.504
Lower middle income,LMC,1979,1297668665.0,420475754073.993,24.3127562974282
Low & middle income,LMY,1979,3252266119.0,1756431750666.47,28.0944650771253
Lesotho,LSO,1979,1366169.0,290134592.523007,11.39
Late-demographic dividend,LTE,1979,1570272872.0,1148395566303.08,32.1156386096129
Lithuania,LTU,1979,3397842.0, 0, 60.361
Luxembourg,LUX,1979,362856.0,5516982663.73143,79.513
Latvia,LVA,1979,2505953.0, 0, 66.686
Macao SAR_China,MAC,1979,235200.0, 0, 98.41
St. Martin (French part),MAF,1979,8063.0, 0, 
Morocco,MAR,1979,18955589.0,15911994817.3107,40.502
Monaco,MCO,1979,26892.0,1209870147.49099,100.0
Moldova,MDA,1979,2683035.0, 0, 39.64
Madagascar,MDG,1979,8737581.0,3463565853.81023,18.068
Maldives,MDV,1979,160360.0,38523364.4859813,21.607
Middle East & North Africa,MEA,1979,178013394.0,462052240837.676,48.5091612678988
Mexico,MEX,1979,65648865.0,134531900898.926,65.646
Marshall Islands,MHL,1979,29738.0,25545346.0,58.769
Middle income,MIC,1979,3030371149.0,1682144918520.48,28.6554763346318
North Macedonia,MKD,1979,1906523.0, 0, 52.889
Mali,MLI,1979,7375266.0,1595422955.64433,18.007
Malta,MLT,1979,313342.0,1001288271.43496,89.777
Myanmar,MMR,1979,32596550.0,952265043.438383,23.962
Middle East & North Africa (excluding high income),MNA,1979,164323587.0,257500837171.552,46.2671464093466
Montenegro,MNE,1979,566888.0, 0, 35.744
Mongolia,MNG,1979,1660659.0, 0, 51.488
Northern Mariana Islands,MNP,1979,16488.0, 0, 85.85
Mozambique,MOZ,1979,11028809.0, 0, 12.669
Mauritania,MRT,1979,1432758.0,951900945.252492,25.975
Mauritius,MUS,1979,949888.0,1227446632.17561,42.569
Malawi,MWI,1979,6028749.0, 0, 8.841
Malaysia,MYS,1979,12627862.0,21213264962.0141,41.158
North America,NAC,1979,249310061.0,2871741324295.71,73.8850973283104
Namibia,NAM,1979,962825.0, 0, 24.778
New Caledonia,NCL,1979,148132.0,1047225723.57386,57.039
Niger,NER,1979,5955556.0,2109277665.69912,13.233
Nigeria,NGA,1979,71498242.0,47259911894.2731,21.518
Nicaragua,NIC,1979,3164525.0,1567599981.69806,50.013
Netherlands,NLD,1979,14038270.0,179933827309.678,64.435
Norway,NOR,1979,4072517.0,53132244623.9213,70.081
Nepal,NPL,1979,15190590.0,1851250008.33333,5.816
Nauru,NRU,1979,7468.0,44431330.2283313,100.0
New Zealand,NZL,1979,3109000.0,20731243113.2926,83.328
OECD members,OED,1979,1009880602.0,7980894973092.94,69.9849061153479
Oman,OMN,1979,949116.0,3733352634.62652,45.654
Other small states,OSS,1979,7653134.0,18979968672.207,47.259462529599
Pakistan,PAK,1979,78997039.0,19688383838.3838,27.715
Panama,PAN,1979,1911552.0,3704551600.0,50.159
Peru,PER,1979,16933139.0,15954012439.1662,63.96
Philippines,PHL,1979,46807103.0,31218296292.1295,36.997
Palau,PLW,1979,12337.0,27004251.0,62.263
Papua New Guinea,PNG,1979,3067341.0,2293760510.9609,12.817
Poland,POL,1979,35247217.0, 0, 57.712
Pre-demographic dividend,PRE,1979,313887702.0,192800951884.301,22.270790460956
Puerto Rico,PRI,1979,3168088.0,12750000000.0,66.178
"Korea_Dem. People's Rep.",PRK,1979,17983470.0, 0, 56.86
Portugal,PRT,1979,9661265.0,26622819672.1311,42.381
Paraguay,PRY,1979,2973968.0,3416777777.77778,41.141
West Bank and Gaza,PSE,1979, 0, ,61.836
Pacific island small states,PSS,1979,1422234.0,1652934748.58291,28.4211994383484
Post-demographic dividend,PST,1979,903773491.0,7751431872904.82,71.4723305660002
French Polynesia,PYF,1979,151569.0,1215032463.67336,59.059
Qatar,QAT,1979,258670.0,5632962996.82641,89.21
Romania,ROU,1979,22090488.0, 0, 45.358
Russian Federation,RUS,1979,138027000.0, 0, 69.305
Rwanda,RWA,1979,5189541.0,1109346130.95265,4.656
South Asia,SAS,1979,880093189.0,194667468320.364,21.818940474699
Saudi Arabia,SAU,1979,5703698.0,111858444786.224,64.405
Sudan,SDN,1979,16355352.0,8418407786.60599,19.752
Senegal,SEN,1979,5702895.0,4084877822.91679,35.417
Singapore,SGP,1979,2383500.0,9296921723.83465,100.0
Solomon Islands,SLB,1979,229953.0,151276496.482533,10.235
Sierra Leone,SLE,1979,3207499.0,1109374911.30306,29.394
El Salvador,SLV,1979,4480388.0,3463639900.0,43.586
San Marino,SMR,1979,21320.0, 0, 79.475
Somalia,SOM,1979,5449117.0,589566929.133858,26.507
Serbia,SRB,1979,7541997.0, 0, 45.539
Sub-Saharan Africa (excluding high income),SSA,1979,378633147.0,238846633183.689,21.9987384521831
South Sudan,SSD,1979,4232605.0, 0, 8.531
Sub-Saharan Africa,SSF,1979,378695833.0,238972041379.646,22.0032710725549
Small states,SST,1979,11340971.0,24375650834.061,44.0712863808575
Sao Tome and Principe,STP,1979,96252.0,65755928.1359723,33.109
Suriname,SUR,1979,377602.0,782500000.0,62.803
Slovak Republic,SVK,1979,4938973.0, 0, 50.56
Slovenia,SVN,1979,1882599.0, 0, 46.901
Sweden,SWE,1979,8293678.0,123208942175.363,83.016
Eswatini,SWZ,1979,577199.0,412093133.760988,16.137
Sint Maarten (Dutch part),SXM,1979,11723.0, 0, 100.0
Seychelles,SYC,1979,62686.0,127261099.223864,49.381
Syrian Arab Republic,SYR,1979,8661909.0,9929681528.66242,46.377
Turks and Caicos Islands,TCA,1979,7306.0, 0, 54.632
Chad,TCD,1979,4505384.0,1004316496.35051,18.592
East Asia & Pacific (IDA & IBRD countries),TEA,1979,1317673957.0,326958437515.881,20.1921346200697
Europe & Central Asia (IDA & IBRD countries),TEC,1979,387559928.0, 0, 57.6058933758602
Togo,TGO,1979,2839854.0,1259365711.53521,24.308
Thailand,THA,1979,44718434.0,27371650824.5092,26.242
Tajikistan,TJK,1979,3882691.0, 0, 34.502
Turkmenistan,TKM,1979,2760358.0, 0, 47.299
Latin America & the Caribbean (IDA & IBRD countries),TLA,1979,338302777.0,607913724619.133,63.6926819372695
Timor-Leste,TLS,1979,638719.0, 0, 16.089
Middle East & North Africa (IDA & IBRD countries),TMN,1979,164323587.0,255119341533.335,46.2671464093466
Tonga,TON,1979,97544.0,44667002.0120724,20.935
South Asia (IDA & IBRD),TSA,1979,880093189.0,194667468320.364,21.818940474699
Sub-Saharan Africa (IDA & IBRD countries),TSS,1979,378695833.0,238972041379.646,22.0032710725549
Trinidad and Tobago,TTO,1979,1107639.0,4602416626.91767,51.449
Tunisia,TUN,1979,6456419.0,7188863903.63675,49.972
Turkiye,TUR,1979,44510429.0,89616129032.2581,43.355
Tuvalu,TUV,1979,7184.0,4065659.43428377,28.98
Tanzania,TZA,1979,18592038.0,9804637490.81892,14.141
Uganda,UGA,1979,13002163.0,2139025000.0,7.356
Ukraine,UKR,1979,49721381.0, 0, 61.081
Upper middle income,UMC,1979,1732702484.0,1261278825704.22,31.9107895580378
Uruguay,URY,1979,2939903.0,7181182224.11227,85.009
United States,USA,1979,225055000.0,2627333000000.0,73.692
Uzbekistan,UZB,1979,15215587.0, 0, 40.794
St. Vincent and the Grenadines,VCT,1979,103478.0,71096359.6296296,35.333
Venezuela_RB,VEN,1979,14834552.0,48310930232.5581,78.533
British Virgin Islands,VGB,1979,10965.0, 0, 21.992
Virgin Islands (U.S.),VIR,1979,96183.0, 0, 79.228
Viet Nam,VNM,1979,51378211.0, 0, 19.175
Vanuatu,VUT,1979,113040.0,119258835.335525,14.368
World,WLD,1979,4360055566.0,10153805685261.7,38.9065278519083
Samoa,WSM,1979,162882.0,122257392.883079,21.153
Kosovo,XKX,1979,1559787.0, 0, 
Yemen_Rep.,YEM,1979,9224194.0, 0, 16.183
South Africa,ZAF,1979,28634162.0,63038658088.9121,48.349
Zambia,ZMB,1979,5631728.0,3353445378.15126,38.818
Zimbabwe,ZWE,1979,6647556.0,5177459400.0,21.853
Aruba,ABW,1980,59909.0, 0, 50.472
Africa Eastern and Southern,AFE,1980,230792729.0,178509359261.97,20.9004895991676
Afghanistan,AFG,1980,13169311.0, 0, 15.995
Africa Western and Central,AFW,1980,159166518.0,120501289650.444,24.5684788743509
Angola,AGO,1980,8133872.0,5930503400.96263,24.298
Albania,ALB,1980,2671997.0,1578102105.26316,33.762
Andorra,AND,1980,35782.0,446377776.798001,92.064
Arab World,ARB,1980,164657321.0,486405826789.156,43.901802392722
United Arab Emirates,ARE,1980,1015700.0,43599160050.3322,80.71
Argentina,ARG,1980,28011596.0,76961923741.0701,82.887
Armenia,ARM,1980,3107415.0, 0, 66.05
American Samoa,ASM,1980,32403.0, 0, 74.33
Antigua and Barbuda,ATG,1980,64513.0,132440740.740741,34.618
Australia,AUS,1980,14692000.0,149987743732.591,85.552
Austria,AUT,1980,7549433.0,81737498404.5948,65.391
Azerbaijan,AZE,1980,6160500.0, 0, 52.777
Burundi,BDI,1980,4383706.0,919726666.666667,4.339
Belgium,BEL,1980,9859242.0,126829314388.191,95.381
Benin,BEN,1980,3925251.0,1405251846.54048,27.339
Burkina Faso,BFA,1980,6947900.0,1928719888.20688,8.805
Bangladesh,BGD,1980,88016432.0,18138049095.6072,14.851
Bulgaria,BGR,1980,8861535.0,19839230769.2308,62.1
Bahrain,BHR,1980,358978.0,3493834468.02865,86.101
"Bahamas, The",BHS,1980,232526.0,1335300000.0,73.102
Bosnia and Herzegovina,BIH,1980,4148426.0, 0, 35.543
Belarus,BLR,1980,9643000.0, 0, 56.498
Belize,BLZ,1980,145062.0,257400000.0,49.374
Bermuda,BMU,1980,53673.0,613299968.0,100.0
Bolivia,BOL,1980,5758900.0,4450360000.0,45.451
Brazil,BRA,1980,121207461.0,237393489892.637,65.468
Barbados,BRB,1980,251524.0,1012280614.52792,40.102
Brunei Darussalam,BRN,1980,186111.0,10795432293.6119,64.949
Bhutan,BTN,1980,433404.0,128669200.916451,10.132
Botswana,BWA,1980,937485.0,1060889703.75374,16.479
Central African Republic,CAF,1980,2450535.0,797048198.534875,33.874
Canada,CAN,1980,24515667.0,274776566028.053,75.663
Central Europe and the Baltics,CEB,1980,106541316.0, 0, 57.7061245226969
Switzerland,CHE,1980,6319408.0,122557843886.137,74.477
Channel Islands,CHI,1980,130462.0, 0, 32.209
Chile,CHL,1980,11508550.0,29036709871.7949,81.243
China,CHN,1980,981235000.0,191149211575.0,19.358
"Cote d'Ivoire",CIV,1980,8220714.0,10175617609.0962,36.829
Cameroon,CMR,1980,8512219.0,6674569046.6832,31.921
Congo_Dem. Rep.,COD,1980,26711099.0,14394927494.8647,27.072
Congo_Rep.,COG,1980,1828985.0,1705796852.89473,47.857
Colombia,COL,1980,26104498.0,33400735644.0481,63.738
Comoros,COM,1980,337721.0,212218261.585643,23.215
Cabo Verde,CPV,1980,323301.0,142246815.345007,23.518
Costa Rica,CRI,1980,2390633.0,4831447001.16686,43.099
Caribbean small states,CSS,1980,2277343.0,4640496434.89829,43.6667061575705
Cuba,CUB,1980,9804796.0,19912889861.1111,68.106
Curacao,CUW,1980,148041.0, 0, 81.769
Cayman Islands,CYM,1980,17079.0, 0, 100.0
Cyprus,CYP,1980,683076.0,2154311276.94859,58.614
Czechia,CZE,1980,10304193.0, 0, 75.167
Germany,DEU,1980,78288576.0,953772499462.019,72.844
Djibouti,DJI,1980,325815.0, 0, 72.096
Dominica,DMA,1980,73083.0,72804653.3333333,46.759
Denmark,DNK,1980,5123027.0,70811287815.6106,83.723
Dominican Republic,DOM,1980,5729037.0,6761300000.0,51.29
Algeria,DZA,1980,18607174.0,42345829079.2062,43.542
East Asia & Pacific (excluding high income),EAP,1980,1356226475.0,377610746551.366,21.3625946648549
Early-demographic dividend,EAR,1980,1591961664.0,1383146100610.71,30.5534955519865
East Asia & Pacific,EAS,1980,1555055134.0,1845993036855.95,27.7711591944604
Europe & Central Asia (excluding high income),ECA,1980,181309432.0, 0, 50.495900474325
Europe & Central Asia,ECS,1980,795362835.0,4609164721983.18,64.9328663633894
Ecuador,ECU,1980,8165877.0,17881508242.4481,46.961
Egypt_Arab Rep.,EGY,1980,43950413.0,21669908176.3889,43.858
Euro area,EMU,1980,306894340.0,2973694924704.06,69.5853305174869
Eritrea,ERI,1980,1605797.0, 0, 14.39
Spain,ESP,1980,37491165.0,232600556973.776,72.789
Estonia,EST,1980,1477219.0, 0, 69.711
Ethiopia,ETH,1980,34428514.0,7012585454.10628,10.41
European Union,EUU,1980,407986180.0,3311323687667.77,67.5919957662218
Fragile and conflict affected situations,FCS,1980,387280079.0,388435472958.797,30.6464568023019
Finland,FIN,1980,4779535.0,53649984061.205,71.727
Fiji,FJI,1980,641975.0,1202618816.20852,37.769
France,FRA,1980,55274184.0,694529183483.39,73.282
Faroe Islands,FRO,1980,43072.0,493014300.005217,31.186
Micronesia_Fed. Sts.,FSM,1980,77407.0,64186644.0,26.445
Gabon,GAB,1980,748389.0,4279637942.25144,54.682
United Kingdom,GBR,1980,56314216.0,564947710899.373,78.481
Georgia,GEO,1980,4467700.0, 0, 52.497
Ghana,GHA,1980,11941448.0,4445228215.76763,31.163
Gibraltar,GIB,1980,28675.0, 0, 100.0
Guinea,GIN,1980,5047419.0,9746524915.08071,23.617
Gambia_The,GMB,1980,713913.0,241083090.303623,28.414
Guinea-Bissau,GNB,1980,829303.0,287648258.258297,17.804
Equatorial Guinea,GNQ,1980,288644.0,50642880.7737503,27.872
Greece,GRC,1980,9642505.0,56039256594.7242,69.343
Grenada,GRD,1980,94538.0,110900457.037037,32.912
Greenland,GRL,1980,50200.0,476051740.773769,76.121
Guatemala,GTM,1980,6900212.0,7878700000.0,38.724
Guam,GUM,1980,110141.0, 0, 93.753
Guyana,GUY,1980,774367.0,603200000.0,30.488
High income,HIC,1980,1101614544.0,9321370950520.43,70.8416015068945
Hong Kong SAR_China,HKG,1980,5063100.0,28861857810.6515,91.478
Honduras,HND,1980,3727173.0,3968160046.0,34.87
Heavily indebted poor countries (HIPC),HPC,1980,277128014.0,126981937478.403,20.859071712916
Croatia,HRV,1980,4599782.0, 0, 47.285
Haiti,HTI,1980,5614493.0,1383800000.0,20.541
Hungary,HUN,1980,10711122.0,23041569234.9792,64.191
IBRD only,IBD,1980,2869277824.0,2415636588445.85,33.2669425351203
IDA & IBRD total,IBT,1980,3536954994.0,2720282856148.64,31.0022477555691
IDA total,IDA,1980,667677170.0,298354721358.331,21.2464930097324
IDA blend,IDB,1980,211331419.0,124222492480.472,25.8921068484805
Indonesia,IDN,1980,148950540.0,72482337397.4439,22.104
IDA only,IDX,1980,456345751.0,173994807318.963,19.0875403106828
Isle of Man,IMN,1980,64076.0, 0, 51.784
India,IND,1980,687354025.0,186328579302.068,23.098
Ireland,IRL,1980,3412800.0,21747855640.0712,55.333
Iran_Islamic Rep.,IRN,1980,39842324.0,94362275580.021,49.693
Iraq,IRQ,1980,13591992.0,52569000000.0,65.521
Iceland,ISL,1980,228138.0,3381419251.29231,88.26
Israel,ISR,1980,3878000.0,25349508550.3729,88.583
Italy,ITA,1980,56433883.0,478356755595.749,66.64
Jamaica,JAM,1980,2145658.0,2679379371.51261,46.739
Jordan,JOR,1980,2234186.0,3910044474.28044,60.029
Japan,JPN,1980,116807000.0,1129377244854.04,76.175
Kazakhstan,KAZ,1980,15152949.0, 0, 54.142
Kenya,KEN,1980,16018459.0,7265315820.20777,15.583
Kyrgyz Republic,KGZ,1980,3617400.0, 0, 38.627
Cambodia,KHM,1980,5199872.0,744384129.707563,9.898
Kiribati,KIR,1980,61148.0,33157723.1094117,32.284
St. Kitts and Nevis,KNA,1980,42850.0,68459259.2592593,35.882
Korea_Rep.,KOR,1980,38123775.0,65398377597.5108,56.72
Kuwait,KWT,1980,1504782.0,28638868355.9196,94.781
Latin America & Caribbean (excluding high income),LAC,1980,321979200.0,652872750831.849,63.2502601912297
Lao PDR,LAO,1980,3292573.0, 0, 12.377
Lebanon,LBN,1980,2944763.0, 0, 73.672
Liberia,LBR,1980,1929253.0,854711500.0,35.167
Libya,LBY,1980,3424378.0,40953924948.7419,70.094
St. Lucia,LCA,1980,119290.0,170370370.37037,26.54
Latin America & Caribbean,LCN,1980,359713036.0,783500501539.63,64.5435941063113
Least developed countries: UN classification,LDC,1980,403106107.0,134810972705.56,17.1311016111919
Low income,LIC,1980,226852931.0,87616582561.6462,20.7431822402198
Liechtenstein,LIE,1980,25512.0,534699362.896161,18.274
Sri Lanka,LKA,1980,14847974.0,4024621899.57653,18.607
Lower middle income,LMC,1980,1331803696.0,512442107605.164,24.735989378515
Low & middle income,LMY,1980,3320729393.0,2073164248883.44,28.6705387346514
Lesotho,LSO,1980,1406521.0,431542536.663782,11.45
Late-demographic dividend,LTE,1980,1592439385.0,1316876853539.55,32.796851782111
Lithuania,LTU,1980,3413202.0, 0, 61.158
Luxembourg,LUX,1980,364150.0,6019805490.41247,80.042
Latvia,LVA,1980,2511701.0, 0, 67.095
Macao SAR_China,MAC,1980,239650.0, 0, 98.519
St. Martin (French part),MAF,1980,8288.0, 0, 
Morocco,MAR,1980,19459943.0,21728516153.0907,41.21
Monaco,MCO,1980,27122.0,1378175524.11186,100.0
Moldova,MDA,1980,2708675.0, 0, 40.387
Madagascar,MDG,1980,9006032.0,5201818347.79882,18.524
Maldives,MDV,1980,164835.0,42463576.1589404,22.25
Middle East & North Africa,MEA,1980,183887467.0,595839666265.986,49.122751919515
Mexico,MEX,1980,67300334.0,205577055465.993,66.339
Marshall Islands,MHL,1980,30774.0,26710653.0,58.298
Middle income,MIC,1980,3093876462.0,1990698618597.41,29.2520995620558
North Macedonia,MKD,1980,1933038.0, 0, 53.469
Mali,MLI,1980,7530515.0,1759691186.39993,18.484
Malta,MLT,1980,316645.0,1250199088.73142,89.785
Myanmar,MMR,1980,33227204.0,1038225167.05882,23.973
Middle East & North Africa (excluding high income),MNA,1980,169488204.0,312945318386.068,46.817384822185
Montenegro,MNE,1980,572608.0, 0, 36.813
Mongolia,MNG,1980,1701335.0,2101394100.0,52.083
Northern Mariana Islands,MNP,1980,17625.0, 0, 86.784
Mozambique,MOZ,1980,11336221.0, 0, 13.158
Mauritania,MRT,1980,1474043.0,1047925105.54497,27.371
Mauritius,MUS,1980,966039.0,1147027924.10804,42.351
Malawi,MWI,1980,6265529.0,1801156774.56852,9.05
Malaysia,MYS,1980,12983363.0,24488224677.2105,42.044
North America,NAC,1980,251794340.0,3132696865996.05,73.9310234782124
Namibia,NAM,1980,981434.0,2421990338.12083,25.066
New Caledonia,NCL,1980,149817.0,1182463951.21814,57.426
Niger,NER,1980,6135971.0,2508524720.71895,13.443
Nigeria,NGA,1980,73764641.0,64201788122.6054,21.97
Nicaragua,NIC,1980,3252403.0,2144300006.18028,50.292
Netherlands,NLD,1980,14149800.0,195439301706.939,64.745
Norway,NOR,1980,4085620.0,64439382896.0156,70.545
Nepal,NPL,1980,15553105.0,1945916583.33333,6.091
Nauru,NRU,1980,7649.0,46947124.2339833,100.0
New Zealand,NZL,1980,3112900.0,23244547384.6748,83.428
OECD members,OED,1980,1019332414.0,8863832588992.26,70.2427449732978
Oman,OMN,1980,1001248.0,5981760277.93862,47.562
Other small states,OSS,1980,7803795.0,27707338369.2095,47.705167208134
Pakistan,PAK,1980,82291010.0,23654444444.4444,28.066
Panama,PAN,1980,1957534.0,4614086400.0,50.447
Peru,PER,1980,17360949.0,18136838537.725,64.574
Philippines,PHL,1980,48043740.0,36848080898.8112,37.456
Palau,PLW,1980,12271.0,29728054.0,62.542
Papua New Guinea,PNG,1980,3131512.0,2545808455.52399,13.047
Poland,POL,1980,35574150.0, 0, 58.086
Pre-demographic dividend,PRE,1980,322965422.0,237292805412.3,22.7313872070305
Puerto Rico,PRI,1980,3206000.0,14436100000.0,67.835
"Korea_Dem. People's Rep.",PRK,1980,18236786.0, 0, 56.9
Portugal,PRT,1980,9766312.0,32896519823.7885,42.785
Paraguay,PRY,1980,3053235.0,4448087301.5873,41.688
West Bank and Gaza,PSE,1980, 0, ,62.388
Pacific island small states,PSS,1980,1454476.0,1890599862.17306,28.5908516881681
Post-demographic dividend,PST,1980,909919829.0,8577667383571.52,71.7396346109895
French Polynesia,PYF,1980,156471.0,1320416024.95218,59.003
Qatar,QAT,1980,275913.0,7829165261.81396,89.363
Romania,ROU,1980,22207282.0, 0, 46.07
Russian Federation,RUS,1980,139010000.0, 0, 69.751
Rwanda,RWA,1980,5353259.0,1254765641.52116,4.721
South Asia,SAS,1980,901830096.0,235543383601.461,22.2690804499809
Saudi Arabia,SAU,1980,6047997.0,164539660725.118,65.86
Sudan,SDN,1980,17058905.0,8951800000.0,19.959
Senegal,SEN,1980,5845638.0,4510108290.69571,35.769
Singapore,SGP,1980,2413945.0,11896256782.8566,100.0
Solomon Islands,SLB,1980,238135.0,182852106.523408,10.576
Sierra Leone,SLE,1980,3272089.0,1100685844.92284,29.819
El Salvador,SLV,1980,4540382.0,3573959900.0,44.099
